us_id;us_code;us_name;us_password;us_class
1781;ZCJNM4;Tony O'Neal;F84C0RRLEML4;0V1ZPHPBOZ
1782;U5NEU1;Reginald Fernandez;3MJT9TE76YT0;1ACE3XIX6K
1783;EVECGY;Ron Mcintosh;1GC2A81H9;DZN629GXCK
1784;HW1YAQ;Latanya Carr;QCS6FZ8;RVU5LLYFXS
1785;WJTT56;Jerrod Burns;PA6E89;DA0QWSZL44
1786;KJCBWW;Jeanne Pittman;CZX39AACEQA;DI2CIEGURN
1787;92QH40;Fred Ibarra;BBD3UTRTHHMZ8;3JGJYBXYQM
1788;YGZBY2;Darryl Hess;Z3PFN8;MLD6BDOXQG
1789;FHOCEA;Ruth Jordan;NY83D0KF0DF4QXN;EIC382KZ31
1790;LULOU0;Carol Shaw;7CKHGYVCXVCB;X6HACUNN5D
1791;C10J2C;Tracey Morton;MY326NC5ZGT6EH;JVGYC235TW
1792;UBG5PH;Elisabeth Stokes;6VIZBRH32RMP3W6;94Y7U3UERJ
1793;3TH732;Autumn Mc Knight;O98DFC1J9A7;IO6O10T92A
1794;1OYILY;Jeanne Hudson;VQA1GR52DCZF4;OYGMAPHWX8
1795;74T905;Vincent Garcia;0BKY98T;WXCB4ZKTRL
1796;FYRWQA;Lori Rush;5W63NU;QCRSO02CJT
1797;586OT0;Bart Randall;YQ1K98B;SGZR7T4WVL
1798;03GQYP;Morgan Lynn;K8BQ34BAS8K;BR8BPVTO9J
1799;D20HDJ;Rex Harrington;QZB1YFWLEVD3;H83UH1GTLO
1800;6MWPBA;Claude Diaz;8EMXVVMOVZPX;NULL
1801;UQBDRJ;Lucas Buck;PUTMDU3J3Z;75WCDSROUQ
1802;FRUSY4;Patrice Bennett;0LUBQ2OV8FU;510JDB7IUJ
1803;1CI1GC;Arnold Shaffer;PCWDYMVZ;XZQNCB3F10
1804;WQFCQY;Donald Hebert;3FP2SRII0;XK3FDI1XLP
1805;LAZHPV;Elena Salinas;5F7X90AY;W22UYO5M3U
1806;C5D66E;Kenya Pollard;BUP3U439;08WLPFGKEO
1807;A6OFFF;Bryan Wright;H4W8ZSW649X;93FFXXPGXY
1808;9DNUYL;Kara Ayala;6C7NPAIFMDNN2;S3OLICFAFW
1809;0W01KX;Janine Griffith;RECUXOI01;4KVIRSMG0A
1810;HUA991;Peter Ware;NULL;BSZFJQ8WNW
1811;75VAY4;Natasha Walter;VWFE13V;JFTX4W4549
1812;JQXBJT;Shirley Crosby;0H4HHG4ULTU4H96;7ZVJE5WTGX
1813;WCMR98;Gerard Manning;1HUAB9S5BBST;DSVM2TO1I9
1814;9C5LH3;Teri Briggs;3EJHMMK;80GPUOPCV6
1815;BE55EG;NULL;9XVP33O6WE;ML0KZC2ZTF
1816;8RK0HB;Adrian Villa;Q4DJ9LQRP;C101HUBG2Q
1817;63P03I;Sonia Wiley;56NBZI;2QU3OB8342
1818;INI0SC;Rhonda Nash;BMUMLRRKYK7;759MITCZIF
1819;SQPG0T;Jay Vaughan;3ZEW62PPUAVVVU;BOEOS6V1F4
1820;BR55D9;Monica Strickland;4R7E4K8U9K;7J9PVNQQPB
1821;K2QSXV;Timothy Ramsey;4DLZA1;CUVSVBH327
1822;9FKDL8;Camille Chan;LL0Q9H8ASK;CF6OZI283M
1823;QN5L34;Raquel Carey;RZRQ7NTQ63KV44C;SXQCTYP8SQ
1824;0VJGH8;Marshall West;XC4VZUD99KDHQ5;FBKT0AJJB1
1825;BKVQ8W;Esteban Chambers;SOTIL8E;96UJ7N7OH8
1826;LR7VGV;Mitchell Mc Daniel;Y6JUF0QVLXAAYO;G1Y1JIJETF
1827;B42FLF;Lindsay Perkins;1XLIHNAB0;ZZU36ISOJB
1828;3ZK958;Jesus Pacheco;9S6BMRYJ65PGZX8;KOKI9Q1048
1829;67BFN8;Natasha Solis;ORJFUV4ZRL;6VIVZR10X7
1830;UPNCCU;Elisabeth Henson;QWJOUJ;07UO3HPVTP
1831;WYPN8V;Hope Hooper;58JJZ6C;LH9G18SCTB
1832;QG0WTA;Chanda Vaughn;NULL;TTZKBJ1MID
1833;LAH3NE;Adrian Morse;SIZLXO9Z;RODNLNKB8F
1834;JVGTNM;Ismael Guerra;ISL6EO;891LIQS8KE
1835;FF38KE;Alisha Murillo;K0S7NMHVW5SZY;ZD1PI56T66
1836;1ULWCU;NULL;RD233LZ5NAGXL5;YPL2DN4SH2
1837;QBITYP;Francisco Torres;XMRKBZYD43514OS;DKPJP0BUAT
1838;E68PFR;Wade Orozco;A0SREI3;BO0MW5E4E8
1839;29TL98;Leanne Madden;28FCHRP1BTYI;PBB0FC53RW
1840;1XO8V0;Roberta Brooks;FM6SZYZXKUGVE6W;EZHZYG5ICW
1841;GV6AKY;Melissa Rich;ENFJGH3K;PEW2RRZECO
1842;KXZPX7;Linda Riddle;WDD3PBP9V;4VD8PKYP61
1843;8UJ4NU;Otis Good;DMYFK4D;XA04W6YYWW
1844;KSB3M4;Manuel Hood;DYH2LS9X5J;YLW4DLD3DJ
1845;EUL2OP;Fred Escobar;KYJM63;1VMLQRLJNQ
1846;B1EVSJ;Becky Potter;LUUJQMJBJ5;DHL2MUTFDR
1847;CTWC0B;Diana Drake;8VE3YQL4TSL;RWSBL7DB2O
1848;24376K;Salvatore Klein;R569AVU;795IAG6DC8
1849;2V7XU3;Darla Franklin;RCZJINT7VJ993HX;98FIAZIAX5
1850;2EM8H2;Virginia Mayer;KH0T019S0;K4PTE6E6CN
1851;T59VAH;Gabriela O'Connell;3EKC8GO5OWVVKAW;L9CX3KC80F
1852;YEQLSW;Maggie Jensen;9AJBPA7HPTV1;4MJW2WDSSQ
1853;QHVH52;Virginia Montgomery;P26IHKFNIASLYT1;9P1SG20Z5W
1854;56YYGB;Erick Berg;PXPXMSY;9M56DVYYO5
1855;FA3J8V;Debbie Rodriguez;OBT62NFKM5YTO;CZ39H3HTJV
1856;ZUCW3N;Lorenzo Lawson;3QGPRZQQQG6O;Z0MWA3A809
1857;HGB16U;Heather Chan;W64DX4XU6R9LVV8;5DWRWIHTU1
1858;WQRBZP;Deborah Estes;TU74CU;QC1P6KXHCC
1859;YAXU6X;Drew Hernandez;GW1YJY;ZN4JHLVNG4
1860;4N2K12;Sean Haynes;CZDNJEIR0P;1UQCQ6YBQ1
1861;NJL2F4;Warren Mc Daniel;IXY64V4H;IA9ULWPBIW
1862;PMW9GY;Cassandra Arroyo;WLYKO27N;0D9MD1WX6K
1863;JC785M;Charlene Phelps;W5DVLE988BU;GB7ZUTQJ1M
1864;JF2WPK;Carey Montoya;2UIDTX0AS5U;Q4U9NZZX5L
1865;T9H5SK;Arthur Rivera;6NQ1SZH7UB4JDNB;3TC34TXFSU
1866;759KKY;Jane Zhang;XVNSNCURF7;6UYML2WKZV
1867;O0LPY1;Miranda Barr;56DNRBC;XN5S3EWY8F
1868;AVBVGQ;Roxanne Bryant;XN8F8UNL;28ENQPWLLT
1869;4J5QKB;Clifford Leblanc;PZ06LFCW;2X0B0EX1KL
1870;DF3OE8;Marsha Dickson;1ETTZLL4C0G;RWPYCQJIUL
1871;6XOKNR;Rickey Hart;D81XDWOGE;GRP8YB6OD9
1872;EG6QIS;Marc Foster;0R32G6;OK7RSDI17U
1873;E59BT5;Anita Fuller;JQ0R99XV4;KHIXSD623Z
1874;M3T0MC;Lakisha Chase;NT4IM44CQ;TH8LRFLUW7
1875;KH1KT7;Joel Todd;87JOG3;874RKX50SE
1876;XMBSY9;Antonio Frank;E2PX4EFS9GV4Y31;B68Q0JSHB5
1877;2YZ1JC;Irma Morse;71MAGDMZQQ7GB;1QPJ6M2GCX
1878;9UCK2A;Nicolas Jensen;CA66JSFRJEPPD;B8AT1T8W26
1879;TUK0FJ;Renee Holmes;87RV6YBNT;F61D1E22EW
1880;Z56PKF;Kelli Shaffer;N0GQ7D7;P6E11RJXC1
1881;IYIVWC;Angelia Hendricks;G13LYS;EV0G7IZ9E3
1882;4UZ3ZC;Adrian Lynn;9UGI7KRZYR;RAJHTKNDAJ
1883;MOZQXJ;Melody Parker;YC9DVPGCJJ;8I3FZSHD5U
1884;RQSJPW;Scot Franklin;OK57P8BKM9YC;ZR6DL7K25I
1885;TTCYXH;Ronald Griffith;4V5L8W;DE3IKYY9YR
1886;VUP6XZ;Tamara Coffey;HZOEUP36E4L90W5;ENHCSI7S0X
1887;0KXF6I;Frankie Frye;C0VIOE4;KBRAFZGT8E
1888;H6ZNVD;Mitchell Wade;Z0C90JU4NIVPV;74OBH8IFVV
1889;7QB7GH;Marc Cameron;C0555IOP;2CIV8E1UCH
1890;0N42VJ;Victor Pace;1YZSLDDC3UGE;VURQ9IYT4J
1891;UAJZJE;Otis Parks;DT5U9GM;WFCNG1Z9L2
1892;5U4IDP;Grace Watts;1F0MNUDI8L;39ESKR1SD1
1893;NCA130;Serena Glass;AOBA1R9R95;58UKQY0G1R
1894;3DZHID;Neil Morgan;UFBINBZA;JG3IKYZV3V
1895;XSDBYL;Faith Reid;73SZIY5YIZTU9;9QIBHY7RB5
1896;VFNBZZ;Kristy Pratt;452J330;V94TWB0951
1897;W7O2SZ;Isabel Higgins;CC9LKA572;6PYP162SHY
1898;AU0RJ2;Bryan Mata;XCC7VBR2LA;6Z32EH189F
1899;WKI10Q;Nicolas Pugh;ACWLJ6CKRV79I;2KTER2OVTP
1900;1Q7E3P;Tania Koch;GQXEUTAX;EKSDRW0OJO
1901;XMQ40M;Gail Hudson;WWJXAQR1HPG10;Q34QTWI7WR
1902;6AEQEN;Nichole Salas;Z14SMANQ3TFF;FNEWNF04M4
1903;YDKFJW;Sheila Mays;TORHXD10OZ;8KJA1Q58KW
1904;U5AY9T;Ross Castaneda;2T0UQJ2PFDYCQ;JTP908RCMT
1905;GHOO9L;Courtney Rodriguez;OMN6TQHU6XCQ8IO;Z44ZV9LOF1
1906;7AMJFI;Rex Savage;CA1UQS;BVK6JVS2O6
1907;94BM3K;Samantha Swanson;S0JQQZ7VB0G9Q;C3K6DERCAI
1908;DMZKST;Mike Murillo;TV8R7N2IZAK;1LE52UVMWG
1909;HG5QTD;Marcie Huff;H1OAW9VBU69ZRUY;6IUPTOWJJ5
1910;TP142A;Aaron Moore;0PS8XKIFS2J58A0;FS1EPW6W3R
1911;3YV3E8;Shauna Zimmerman;6PI67146EEJNL;PTZSETY61A
1912;1YC69R;Nelson Vance;0DPZHAIC3WI9H;BX2BNK3FQY
1913;UP4HSA;Catherine Mckee;QQ3K50T;15L4N4ZGZD
1914;TGSM40;Ross Ho;BSVZLLTI0UTJ25F;BS1Q1A3LD3
1915;E9H09B;Kelly Mcfarland;SQQTMMNYJAGOB;DH3CD8LTN1
1916;O3GEKH;Sarah Crane;HKFY1W;9RT6A6T7LA
1917;HTKJMN;Colin Logan;HOXIKWNFYRKAUR;1M9AXJSC4L
1918;0XNAZ1;Helen Huerta;AZFP4XGB457;BS40ARRU6Q
1919;H2H984;Bryant Benjamin;C8433J5B2SB1P0I;FJ9WUZXS5I
1920;OV5ZGR;Hollie Poole;JVDG72AFIC;OFG33A20AX
1921;LN27T9;Sherrie Booker;61CSCDUA;WF129V2GR3
1922;N82ICH;Hope Sherman;TNGRPGDHOEZ3FU;U7Q00PTFCF
1923;CTQA91;Jeannie Welch;9RQUAXPL;W3OJ7NGR6F
1924;0Y4BCT;Irma Andrews;QY9P0ZOV;4MUVRQ1PPR
1925;XFK6VR;Mary Dickerson;BRWFMRQP;QL9D39D7VK
1926;AL25RW;Jimmy Sloan;R4COR6L;1IXDPOEZZX
1927;UFQWM9;Katrina Pena;KM0Z932P0Q;J2365X2DMP
1928;1EO6QZ;Jolene Lloyd;OHOQ4D32VT5Z3;KD3AUK6EYK
1929;OXVHGJ;Jaime Ewing;4YGE2723HE;ALBXE0DBQR
1930;THCGQY;Tamika Hogan;VQ2OUPL0J0C2E8B;716AX4F4HY
1931;8O4H4D;Monique Hoover;3PPFNWE45;YYJ9FTUSKY
1932;JEFPKG;Darnell Guerrero;AYI5K0AO9N;USHU7I20BZ
1933;NULL;Blanca Buck;E14JYJKSW25QKYE;6623KN2ZU2
1934;0VZ5RU;Trenton Randall;ZDYCXI8F;5MDE4KJGX7
1935;N6OBD4;Dallas O'Connor;HEGCSPZOL;87ES2WW1HM
1936;XDFWAA;Albert Le;NULL;MRD7B97QL4
1937;QKOLME;Hilary Holden;OLVODTB8;NULL
1938;JGSW2T;Elena Golden;47Y658ABBA;2MUHTEHHV2
1939;LDAY3G;Roman Cross;VSOWH54G4C62Z9;RXVPSK62SL
1940;IG6R84;Melissa Riley;63PKIM9P;10L1X9986M
1941;00S952;Gina Simmons;FJ7A3HEODHTVW;D4RXK3IKZR
1942;BBK5FF;Tim Beard;77PU46;IZFBMHMKIB
1943;QVEAB8;Christian Oliver;4ZXF26;XLUVRH87MV
1944;04Y6T8;Fredrick Cuevas;QSHL2EGXX;GKRXV02K8L
1945;4HUEAJ;Celeste Floyd;DMYHPHF;YILLLMRLM3
1946;FZMWQI;Eli Huang;94HDSR5;2762OB0BS5
1947;2QSO0H;Josh Dillon;BAKAU1ASYK;0JUKOMMHY3
1948;KRGXVA;Jesse Good;7SIIAA;KMCA5VLF09
1949;VT2BU2;Cathy Jacobson;HH7GFHH;HHJRSBRJWT
1950;TQR5WL;Roy Terrell;S24CZQGJ26;SH2R1Y5Y45
1951;VSDKQ0;Bradford Sheppard;NZBB6J4H71RM;EMJQE55PD4
1952;E5ITRG;Tammi Melton;3XANBVV3S998O;M1D0WUBQF6
1953;QDGE8I;Maurice Contreras;L9R9FCXNW5;CUU7EUNA14
1954;6KLVF3;Justin Quinn;1XAZ9J0FW92FT8;M3X82WLE6G
1955;Z1I3WH;Kerry Chan;B9UQ23IXJ8GSC;VV0D01BNEQ
1956;Z2C491;Camille Taylor;9F14H9XK3IP8S;IAPV7QA222
1957;NKI3MM;Candy Mayo;BITX180N;DF93OSE400
1958;CAQO2Q;Milton Stevenson;522JZQRT;8ZY60ULZEP
1959;7SPBWP;Jessie Tanner;NULL;YKMJ6PU33D
1960;3ZPVZV;Latoya Bradshaw;O5NT0ABY;2IL4WDJ89P
1961;A39YH2;Don Griffith;Q6B0UARM0EIR3;31PX0QFH3O
1962;Z2STH5;Tamara Riggs;MNV2EQYUCPYJM;UHOH5LOAWW
1963;RRFUQY;Bobbi Delacruz;HIIM2YAHH48SSD;8WFLWX8F5G
1964;ANTDB2;Tom Shepard;CAZKW165;AHKT8P4OM9
1965;KT8MRD;Iris Cline;X8BWTL2BNN4IW;ZO4FF8XJZS
1966;6HPKN7;Alejandro Ware;O5Z46Q;0TTHFTI8NJ
1967;QWHFJR;Taryn Cook;MXK40FY;176WBDZ589
1968;8918WY;Demetrius Cortez;Q2BD9O;WWRHHI0ILG
1969;GFL5ZY;Herbert Stevens;MDNV2X4;IGQZQ9B5DL
1970;9J6PSK;Zachary Case;96FDAFXW0EEAAR;DMW8IWKKUK
1971;AP92RJ;Edward Alvarez;T64CXKS5;8XWQYBZ85Y
1972;QCXRB7;Kelly Schmitt;7TILGBOXH;0PQ6CMPU2V
1973;J7EUE1;Robbie Calderon;AXK2NJT6;3J4K804Y1M
1974;14EO8S;Darrell Kerr;NULL;08S30BZ65G
1975;DAPR6R;Saul Johns;YVDKVLUOYK7L;6M7IBKXUZH
1976;KR55EH;Colby Sanford;1T5GWBGPQHT;1UDLE2Z46W
1977;3OEOQ3;Irene Booth;GU94GT4DH6;KOHD9LEUWQ
1978;CSVDJU;Seth Montoya;U9N0LMQC;8DICQOJ06M
1979;KUEIQ2;Jimmy Bean;6TVQW7MHPL8EK;D6YPFXW60A
1980;1704GE;Brett Russo;EQLKIR37ZU2B79B;M2I1XBCG5L
1981;G8OZK1;Lauren Bauer;3Z4IBMY;BL031CBK5Q
1982;G00IPR;Kendra Henderson;786MOVYC97;LBAFJ6GXPQ
1983;IUDNWO;Dena Harrington;9018L6YU1OL0D;AQGTPQ8OQG
1984;WRMNEB;Jami Waller;VI891PRR2D9KGJ;NULL
1985;HDJ9PQ;Floyd Rosario;WP2Z01T1RJCDSX;IVCPCVKVG4
1986;J7DZTB;Cody Wiley;M8TGSCP;NG7QIR6Z7V
1987;UE01AC;Billie Le;7HHHYOZ0PFQ5YJ0;VB9M8NKBHZ
1988;DMHJQZ;Jerrod Price;41HHPPCZU8R0;7TF3TUKDT9
1989;H2C5PV;Jennie Cohen;0QR6LUHI;23ZLY8GIR9
1990;NG8Z04;Leigh Brewer;VDSIMX2RV3;CZ0GPNWA4M
1991;NZN3CV;Alfonso Riggs;GBRV7DH4INPXY;69EBEYCET1
1992;DML3ZJ;Beverly Morrison;PPZYCOIUK53P7;K86NNOCUZ8
1993;Q1PZRC;Brendan Cunningham;FW2DOSAOYVZ8DC;PGF2D4XGJ5
1994;41U4G5;Colby Miles;W6GT8W82TIEPLRL;UWQ6NTI6CF
1995;XR2A7J;Marcia Galvan;H6DPLKB9;GFSA2Z8Y9N
1996;NTGD4H;Glenda Bowers;Z0Q3Z4B5UOZNWY;YKYVBK7HCI
1997;FQ1QBV;Herbert Gentry;7U9V92OXD3H1ZN;VD9XG0ICTV
1998;EI09SY;William Floyd;BU7M9WIYUD3;9Z0A22X8KW
1999;XTYVPU;Sabrina Stone;R2M4L86IRB;UY58SIXYU3
2000;VJTR0E;Shad Hayden;Z3A3C0I3BIE;QJF15I8FXT
